date,mission,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Elapsed,STATION_x,NAME_x,DATE,AWND_x,FMTM,PGTM,PRCP_x,TAVG_x,TMAX_x,TMIN_x,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08,WT10,STATION_y,NAME_y,AWND_y,PRCP_y,SNWD,TAVG_y,TMAX_y,TMIN_y,TOBS,WESD
2012-02-25,0,2012,2,8,25,5,56,False,False,False,False,False,False,1330128000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-02-25,7.38,0.0,142.0,0.01,0.0,45.0,35.0,0.0,180,190,18.1,29.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.9,45.0,31.0,34.0,29.0,29.0,16.5
2012-02-26,0,2012,2,8,26,6,57,False,False,False,False,False,False,1330214400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-02-26,3.58,0.0,1727.0,0.0,0.0,43.0,34.0,0.0,160,310,14.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.7,46.0,28.0,32.0,23.0,23.0,16.9
2012-02-27,0,2012,2,9,27,0,58,False,False,False,False,False,False,1330300800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-02-27,3.36,0.0,1138.0,0.0,0.0,44.0,29.0,0.0,350,290,8.9,21.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,46.0,27.0,33.0,21.0,25.0,17.0
2012-02-29,0,2012,2,9,29,2,60,True,False,False,False,False,False,1330473600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-02-29,9.4,0.0,2239.0,0.18,0.0,45.0,31.0,0.0,160,160,19.9,28.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.6,53.0,29.0,31.0,26.0,29.0,17.6
2012-03-01,0,2012,3,9,1,3,61,False,True,False,False,False,False,1330560000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-01,5.37,0.0,131.0,0.0,0.0,45.0,36.0,0.0,170,180,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.6,55.0,30.0,33.0,28.0,31.0,18.0
2012-03-02,0,2012,3,9,2,4,62,False,False,False,False,False,False,1330646400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-02,9.4,0.0,1212.0,0.04,0.0,46.0,40.0,0.0,170,170,17.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.9,56.0,33.0,35.0,31.0,34.0,19.0
2012-03-03,1,2012,3,9,3,5,63,False,False,False,False,False,False,1330732800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-03,10.51,0.0,1646.0,0.0,0.0,55.0,46.0,0.0,190,170,21.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.22,0.3,50.0,38.0,40.0,34.0,37.0,18.8
2012-03-04,0,2012,3,9,4,6,64,False,False,False,False,False,False,1330819200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-04,9.17,0.0,1938.0,0.0,0.0,53.0,46.0,0.0,170,190,18.1,28.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.45,0.2,49.0,38.0,43.0,36.0,37.0,18.7
2012-03-05,0,2012,3,10,5,0,65,False,False,False,False,False,False,1330905600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-05,9.62,0.0,1042.0,0.36,0.0,48.0,35.0,0.0,190,160,23.9,35.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.22,0.6,45.0,33.0,38.0,27.0,27.0,18.6
2012-03-06,0,2012,3,10,6,1,66,False,False,False,False,False,False,1330992000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-06,4.7,0.0,1404.0,0.05,0.0,45.0,32.0,0.0,320,340,14.1,19.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.6,52.0,27.0,32.0,23.0,23.0,19.0
2012-03-07,0,2012,3,10,7,2,67,False,False,False,False,False,False,1331078400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-07,1.34,0.0,1650.0,0.0,0.0,48.0,27.0,0.0,50,50,6.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.57,0.0,51.0,29.0,36.0,22.0,33.0,19.2
2012-03-08,0,2012,3,10,8,3,68,False,False,False,False,False,False,1331164800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-08,2.91,0.0,1732.0,0.0,0.0,61.0,35.0,0.0,160,200,12.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.12,0.0,50.0,38.0,46.0,32.0,40.0,19.2
2012-03-09,1,2012,3,10,9,4,69,False,False,False,False,False,False,1331251200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-09,7.38,0.0,1208.0,0.17,0.0,50.0,42.0,0.0,130,170,14.1,18.1,1.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.89,0.0,48.0,39.0,48.0,33.0,37.0,19.2
2012-03-10,0,2012,3,10,10,5,70,False,False,False,False,False,False,1331337600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-10,6.71,0.0,234.0,0.47,0.0,46.0,44.0,0.0,170,180,14.1,19.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.7,47.0,36.0,39.0,35.0,35.0,19.3
2012-03-11,0,2012,3,10,11,6,71,False,False,False,False,False,False,1331424000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-11,10.51,0.0,908.0,0.38,0.0,45.0,37.0,0.0,170,180,21.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.7,48.0,32.0,35.0,29.0,29.0,19.2
2012-03-12,0,2012,3,11,12,0,72,False,False,False,False,False,False,1331510400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-12,10.74,0.0,319.0,0.68,0.0,48.0,34.0,0.0,160,150,25.9,35.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.9,56.0,31.0,34.0,29.0,31.0,20.4
2012-03-13,0,2012,3,11,13,1,73,False,False,False,False,False,False,1331596800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-13,10.29,0.0,1453.0,0.21,0.0,43.0,32.0,0.0,190,180,29.1,42.9,1.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.5,60.0,29.0,31.0,27.0,27.0,20.8
2012-03-14,0,2012,3,11,14,2,74,False,False,False,False,False,False,1331683200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-14,6.93,0.0,1450.0,0.48,0.0,45.0,33.0,0.0,200,200,19.9,30.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,1.0,65.0,30.0,34.0,26.0,34.0,21.8
2012-03-15,0,2012,3,11,15,3,75,False,False,False,False,False,False,1331769600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-15,10.74,0.0,1157.0,1.05,0.0,53.0,41.0,0.0,150,180,23.9,32.0,1.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,2.3,63.0,35.0,39.0,34.0,34.0,22.3
2012-03-16,0,2012,3,11,16,4,76,False,False,False,False,False,False,1331856000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-16,8.5,0.0,705.0,0.25,0.0,50.0,41.0,0.0,180,170,18.1,25.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.12,0.2,63.0,35.0,37.0,33.0,35.0,22.5
2012-03-17,0,2012,3,11,17,5,77,False,False,False,False,False,False,1331942400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-17,5.82,0.0,432.0,0.43,0.0,51.0,33.0,0.0,150,350,15.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.4,65.0,33.0,35.0,30.0,30.0,22.5
2012-03-18,0,2012,3,11,18,6,78,False,False,False,False,False,False,1332028800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-18,4.47,0.0,1856.0,0.08,0.0,42.0,32.0,0.0,150,150,13.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.2,61.0,31.0,35.0,28.0,28.0,22.6
2012-03-19,0,2012,3,12,19,0,79,False,False,False,False,False,False,1332115200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-19,6.49,0.0,1756.0,0.1,0.0,45.0,28.0,0.0,170,80,14.1,23.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.1,63.0,31.0,36.0,23.0,32.0,22.9
2012-03-20,0,2012,3,12,20,1,80,False,False,False,False,False,False,1332201600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-20,12.3,0.0,953.0,0.1,0.0,47.0,37.0,0.0,190,180,21.9,32.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,1.3,78.0,32.0,35.0,30.0,30.0,24.2
2012-03-21,0,2012,3,12,21,2,81,False,False,False,False,False,False,1332288000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-21,4.7,0.0,2355.0,0.04,0.0,49.0,36.0,0.0,160,190,15.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.5,73.0,32.0,38.0,27.0,30.0,24.4
2012-03-22,0,2012,3,12,22,3,82,False,False,False,False,False,False,1332374400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-22,4.7,0.0,1046.0,0.12,0.0,50.0,36.0,0.0,140,220,13.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.45,0.2,75.0,32.0,38.0,29.0,30.0,24.4
2012-03-23,0,2012,3,12,23,4,83,False,False,False,False,False,False,1332460800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-23,2.24,0.0,1532.0,0.0,0.0,55.0,32.0,0.0,320,320,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.12,0.0,72.0,33.0,41.0,28.0,34.0,24.5
2012-03-24,1,2012,3,12,24,5,84,False,False,False,False,False,False,1332547200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-24,4.7,0.0,1631.0,0.0,0.0,57.0,38.0,0.0,320,320,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.79,0.0,70.0,38.0,47.0,33.0,37.0,24.4
2012-03-25,0,2012,3,12,25,6,85,False,False,False,False,False,False,1332633600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-25,3.8,0.0,2345.0,0.0,0.0,56.0,36.0,0.0,190,190,12.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.0,68.0,40.0,50.0,37.0,38.0,24.2
2012-03-26,1,2012,3,13,26,0,86,False,False,False,False,False,False,1332720000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-26,6.71,0.0,845.0,0.0,0.0,55.0,45.0,0.0,180,170,15.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.34,0.1,65.0,36.0,40.0,35.0,36.0,24.0
2012-03-27,0,2012,3,13,27,1,87,False,False,False,False,False,False,1332806400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-27,4.92,0.0,2322.0,0.25,0.0,60.0,45.0,0.0,140,210,17.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.89,0.0,63.0,37.0,41.0,34.0,38.0,24.1
2012-03-28,0,2012,3,13,28,2,88,False,False,False,False,False,False,1332892800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-28,10.74,0.0,1756.0,0.11,0.0,52.0,46.0,0.0,170,190,23.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.2,61.0,37.0,40.0,34.0,35.0,23.9
2012-03-29,0,2012,3,13,29,3,89,False,False,False,False,False,False,1332979200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-29,8.28,0.0,36.0,1.15,0.0,50.0,44.0,0.0,170,140,21.9,29.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,2.0,62.0,36.0,39.0,34.0,37.0,24.8
2012-03-30,0,2012,3,13,30,4,90,False,False,False,False,False,False,1333065600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-30,7.61,0.0,1422.0,0.12,0.0,51.0,42.0,0.0,180,190,25.9,40.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.45,0.6,62.0,35.0,39.0,33.0,33.0,24.4
2012-03-31,0,2012,3,13,31,5,91,True,False,True,False,False,False,1333152000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-03-31,3.8,0.0,754.0,0.5,0.0,50.0,39.0,0.0,320,320,12.1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.4,61.0,35.0,39.0,32.0,34.0,24.5
2012-04-01,1,2012,4,13,1,6,92,False,True,False,True,False,False,1333238400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-01,11.41,0.0,420.0,0.01,0.0,49.0,42.0,0.0,190,200,25.1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.7,64.0,34.0,35.0,31.0,34.0,24.6
2012-04-02,0,2012,4,14,2,0,93,False,False,False,False,False,False,1333324800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-02,6.93,0.0,1806.0,0.0,0.0,62.0,40.0,0.0,140,230,14.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.57,0.0,63.0,37.0,44.0,32.0,40.0,25.1
2012-04-03,0,2012,4,14,3,1,94,False,False,False,False,False,False,1333411200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-03,6.71,0.0,1039.0,0.17,0.0,54.0,39.0,0.0,220,200,18.1,29.1,1.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.1,62.0,37.0,44.0,33.0,33.0,24.9
2012-04-04,0,2012,4,14,4,2,95,False,False,False,False,False,False,1333497600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-04,3.13,0.0,1456.0,0.0,0.0,52.0,39.0,0.0,260,230,10.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.22,0.1,62.0,34.0,39.0,32.0,33.0,24.7
2012-04-05,0,2012,4,14,5,3,96,False,False,False,False,False,False,1333584000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-05,2.91,0.0,1224.0,0.0,0.0,50.0,38.0,0.0,260,360,10.1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,61.0,34.0,39.0,31.0,33.0,24.6
2012-04-06,1,2012,4,14,6,4,97,False,False,False,False,False,False,1333670400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-06,5.37,0.0,1810.0,0.0,0.0,53.0,39.0,0.0,220,230,10.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.22,0.1,62.0,33.0,40.0,30.0,30.0,24.6
2012-04-07,1,2012,4,14,7,5,98,False,False,False,False,False,False,1333756800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-07,4.92,0.0,1402.0,0.0,0.0,61.0,36.0,0.0,300,330,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.0,60.0,37.0,46.0,30.0,38.0,24.5
2012-04-08,0,2012,4,14,8,6,99,False,False,False,False,False,False,1333843200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-08,4.7,0.0,1437.0,0.0,0.0,69.0,45.0,0.0,310,320,14.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.57,0.0,59.0,42.0,50.0,37.0,41.0,24.2
2012-04-09,1,2012,4,15,9,0,100,False,False,False,False,False,False,1333929600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-09,2.91,0.0,1422.0,0.0,0.0,68.0,45.0,0.0,320,300,8.9,13.0,0.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.57,0.0,58.0,47.0,59.0,40.0,43.0,23.6
2012-04-10,0,2012,4,15,10,1,101,False,False,False,False,False,False,1334016000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-10,4.03,0.0,1625.0,0.0,0.0,64.0,50.0,0.0,170,90,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.45,0.0,56.0,47.0,59.0,40.0,40.0,23.1
2012-04-11,0,2012,4,15,11,2,102,False,False,False,False,False,False,1334102400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-11,3.58,0.0,1627.0,0.08,0.0,53.0,44.0,0.0,140,160,13.0,25.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.3,55.0,40.0,42.0,37.0,38.0,22.9
2012-04-12,0,2012,4,15,12,3,103,False,False,False,False,False,False,1334188800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-12,3.58,0.0,1355.0,0.01,0.0,59.0,43.0,0.0,240,240,21.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.45,0.3,53.0,38.0,49.0,33.0,34.0,22.3
2012-04-13,0,2012,4,15,13,4,104,False,False,False,False,False,False,1334275200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-13,4.92,0.0,1411.0,0.0,0.0,59.0,40.0,0.0,310,310,15.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.0,53.0,40.0,50.0,33.0,36.0,21.9
2012-04-14,0,2012,4,15,14,5,105,False,False,False,False,False,False,1334361600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-14,3.36,0.0,1135.0,0.0,0.0,61.0,38.0,0.0,250,210,12.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.0,52.0,41.0,50.0,35.0,39.0,21.6
2012-04-15,1,2012,4,15,15,6,106,False,False,False,False,False,False,1334448000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-15,4.92,0.0,1823.0,0.0,0.0,61.0,46.0,0.0,230,230,10.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.0,50.0,42.0,52.0,35.0,42.0,21.2
2012-04-16,1,2012,4,16,16,0,107,False,False,False,False,False,False,1334534400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-16,9.62,0.0,1257.0,0.25,0.0,57.0,45.0,0.0,190,200,21.9,32.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.22,1.2,49.0,38.0,44.0,34.0,34.0,21.1
2012-04-17,0,2012,4,16,17,1,108,False,False,False,False,False,False,1334620800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-17,3.13,0.0,1354.0,0.08,0.0,51.0,39.0,0.0,190,220,8.9,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.89,0.0,49.0,36.0,41.0,33.0,36.0,20.9
2012-04-18,0,2012,4,16,18,2,109,False,False,False,False,False,False,1334707200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-18,6.04,0.0,749.0,0.08,0.0,57.0,45.0,0.0,180,150,16.1,25.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.3,47.0,38.0,43.0,35.0,37.0,20.4
2012-04-19,0,2012,4,16,19,3,110,False,False,False,False,False,False,1334793600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-19,5.37,0.0,2144.0,0.29,0.0,57.0,41.0,0.0,190,180,15.0,21.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.9,46.0,39.0,44.0,34.0,42.0,20.4
2012-04-20,0,2012,4,16,20,4,111,False,False,False,False,False,False,1334880000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-20,3.36,0.0,340.0,0.25,0.0,55.0,45.0,0.0,190,200,15.0,25.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,0.9,46.0,39.0,43.0,35.0,40.0,20.1
2012-04-21,1,2012,4,16,21,5,112,False,False,False,False,False,False,1334966400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-21,2.24,0.0,2002.0,0.0,0.0,68.0,42.0,0.0,310,310,8.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",1.57,0.0,44.0,47.0,58.0,38.0,45.0,19.3
2012-04-22,0,2012,4,16,22,6,113,False,False,False,False,False,False,1335052800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-22,2.68,0.0,1656.0,0.0,0.0,72.0,49.0,0.0,310,290,8.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.89,0.0,41.0,53.0,67.0,45.0,48.0,18.2
2012-04-23,0,2012,4,17,23,0,114,False,False,False,False,False,False,1335139200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-23,4.92,0.0,1634.0,0.0,0.0,69.0,51.0,0.0,300,320,13.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.22,0.0,38.0,54.0,65.0,47.0,47.0,16.9
2012-04-24,0,2012,4,17,24,1,115,False,False,False,False,False,False,1335225600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-24,5.59,0.0,1214.0,0.08,0.0,57.0,52.0,0.0,150,220,12.1,21.0,1.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.22,0.1,36.0,45.0,48.0,43.0,44.0,16.2
2012-04-25,0,2012,4,17,25,2,116,False,False,False,False,False,False,1335312000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-25,4.03,0.0,1703.0,0.39,0.0,63.0,50.0,0.0,140,280,14.1,18.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,33.0,46.0,54.0,43.0,44.0,15.4
2012-04-26,1,2012,4,17,26,3,117,False,False,False,False,False,False,1335398400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-26,8.05,0.0,1625.0,0.14,0.0,58.0,45.0,0.0,220,200,19.9,29.1,1.0,0.0,0.0,0.0,1.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,1.1,31.0,38.0,44.0,34.0,34.0,14.7
2012-04-27,1,2012,4,17,27,4,118,False,False,False,False,False,False,1335484800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-27,8.72,0.0,1026.0,0.01,0.0,57.0,44.0,0.0,160,200,18.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.2,33.0,37.0,43.0,34.0,37.0,14.7
2012-04-28,0,2012,4,17,28,5,119,False,False,False,False,False,False,1335571200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-28,4.7,0.0,1224.0,0.01,0.0,62.0,47.0,0.0,180,170,12.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,32.0,42.0,47.0,37.0,42.0,14.1
2012-04-29,1,2012,4,17,29,6,120,False,False,False,False,False,False,1335657600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-29,2.91,0.0,2315.0,0.16,0.0,60.0,49.0,0.0,240,240,12.1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,30.0,44.0,48.0,41.0,42.0,13.7
2012-04-30,0,2012,4,18,30,0,121,True,False,False,False,False,False,1335744000,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-04-30,12.53,0.0,1953.0,0.17,0.0,56.0,46.0,0.0,190,180,23.0,33.1,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.67,1.8,29.0,39.0,42.0,35.0,35.0,13.2
2012-05-01,0,2012,5,18,1,1,122,False,True,False,False,False,False,1335830400,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-05-01,9.17,0.0,804.0,0.05,0.0,54.0,44.0,0.0,190,210,19.9,29.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.6,29.0,35.0,40.0,34.0,34.0,13.3
2012-05-02,0,2012,5,18,2,2,123,False,False,False,False,False,False,1335916800,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-05-02,5.14,0.0,923.0,0.01,0.0,57.0,43.0,0.0,170,160,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.89,0.1,29.0,38.0,44.0,33.0,38.0,13.0
2012-05-03,0,2012,5,18,3,3,124,False,False,False,False,False,False,1336003200,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-05-03,4.03,0.0,2222.0,0.77,0.0,51.0,46.0,0.0,190,190,13.0,19.9,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.45,0.8,28.0,39.0,42.0,36.0,36.0,12.6
2012-05-04,0,2012,5,18,4,4,125,False,False,False,False,False,False,1336089600,USW00024234,"SEATTLE BOEING FIELD, WA US",2012-05-04,7.61,0.0,1302.0,0.33,0.0,54.0,42.0,0.0,330,330,17.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,1.1,28.0,36.0,41.0,34.0,34.0,12.7
