"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT05","WT08","WT10"
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-08","2.24",," 0055","0.00",,"34","19",,"  130","  140","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-09","3.36",," 1500","0.00",,"35","16",,"  140","   30","8.1","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-10","2.01",," 1235","0.00",,"38","14",,"  140","  250","8.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-11","2.01",," 0424","0.00",,"39","18",,"  130","  210","6.9","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-12","1.12",," 1934","0.00",,"41","20",,"   50","   60","8.1","12.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-13","5.59",," 1447","0.00",,"40","30",,"  180","  170","15.0","23.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-14","2.91",," 2113","0.43",,"43","37",,"  130","  130","13.0","17.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-15","5.82",," 2121","0.30",,"49","38",,"  140","  140","14.1","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-16","10.96",," 1528","0.46",,"54","42",,"  170","  190","18.1","30.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-17","3.36",," 0019","0.01",,"52","42",,"  160","  170","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-18","1.57",," 1309","0.03",,"56","43",,"  150","  220","8.9","17.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-19","1.79",," 1834","0.32",,"50","46",,"  290","  260","6.9","12.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-20","6.49",," 1828","0.14",,"58","46",,"  160","  190","14.1","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-21","10.96",," 1126","0.49",,"53","40",,"  190","  190","21.9","32.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-22","2.91",," 0029","0.11",,"42","36",,"  140","  200","10.1","15.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-23","2.46",," 0538","0.00",,"45","36",,"  140","  220","6.9","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-24","1.12",," 1753","0.00",,"45","33",,"   10","  270","6.9","10.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-25","0.89",," 1528","0.00",,"45","28",,"  330","  320","8.9","12.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-26","4.70",," 1441","0.00",,"55","27",,"  150","  130","17.0","25.9","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-27","0.89",," 1008","0.00",,"47","27",,"  150","  130","6.0","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-28","1.34",," 1310","0.00",,"51","32",,"  160","  220","8.1","14.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-29","2.24",," 1851","0.03",,"43","26",,"  160","  180","8.1","16.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-30","8.72",," 1020","0.00",,"49","37",,"  160","  150","16.1","23.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2009-12-31","1.79",," 1239","0.26",,"48","36",,"  120","  120","8.9","14.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-01","12.53",," 1455","0.39",,"54","46",,"  170","  190","23.9","36.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-02","9.17",," 1108","0.05",,"50","42",,"  180","  190","16.1","23.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-03","1.34",," 2233","0.02",,"50","39",,"  290","  270","8.9","13.0","    1","    1",,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-04","4.92",," 0938","0.82",,"49","45",,"  160","  110","12.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-05","3.36",," 0618","0.09",,"49","46",,"  300","  250","8.9","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-06","3.58",," 2341","0.00",,"51","40",,"  130","  130","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-07","7.38",," 1436","0.03",,"51","37",,"  120","  120","16.1","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-08","4.92",," 1746","0.91",,"48","41",,"  140","  180","15.0","17.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-09","3.80",," 1530","0.07",,"55","41",,"  130","  190","10.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-10","2.68",," 1757","0.10",,"57","41",,"  130","  130","14.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-11","3.80",," 1001","1.04",,"56","47",,"  130","  120","15.0","19.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-12","4.70",," 1632","0.62",,"54","46",,"  150","  160","15.0","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-13","6.26",," 2159","0.39",,"57","47",,"  180","  190","21.9","32.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-14","6.04",," 0019","0.31",,"50","45",,"  160","  160","18.1","23.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-15","6.26",," 0820","0.52",,"52","45",,"  160","  170","23.0","32.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-16","1.34",," 0959","0.02",,"46","38",,"  140","  230","6.0","8.1","    1","    1",,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-17","4.92",," 0637","0.12",,"53","43",,"  170","  160","15.0","21.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-18","11.63",," 0139","0.00",,"60","48",,"  160","  140","30.0","45.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-19","9.62",," 1516","0.02",,"61","49",,"  130","  130","21.9","35.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-20","5.59",," 1954","0.01",,"58","43",,"  120","  120","19.9","28.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-21","3.13",," 1129","0.00",,"59","42",,"  140","  140","15.0","61.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-22","3.13",," 1705","0.00",,"50","39",,"  160","  220","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-23","4.47",," 0526","0.01",,"50","37",,"  110","  210","10.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-24","3.13",," 2025","0.35",,"48","33",,"  120","  130","16.1","19.9","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-25","4.92",," 1444","0.12",,"55","41",,"  110","  220","12.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-26","0.89",," 1739","0.00",,"50","37",,"  260","  250","6.0","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-27","1.12",," 1615","0.00",,"50","39",,"  270","  240","8.1","14.1","    1","    1",,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-28","2.91",," 1853","0.00",,"54","41",,"  130","  170","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-29","0.67",," 1531","0.02",,"56","41",,"  250","  220","8.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-30","2.91",," 2123","0.20",,"49","44",,"  140","  220","6.0","13.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-01-31","2.46",," 1019","0.06",,"52","46",,"  190","  180","8.9","13.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-01","0.67",," 1754","0.06",,"51","38",,"  140","  240","6.0","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-02","3.13",," 1618","0.02",,"56","40",,"  150","  260","10.1","15.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-03","2.01",," 0911","0.27",,"50","41",,"  160","  240","8.1","17.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-04","4.47",," 2008","0.08",,"58","40",,"  120","  130","17.0","28.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-05","4.03",," 0956","0.08",,"60","46",,"  130","  220","8.9","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-06","2.01",," 1356","0.24",,"59","40",,"  140","  220","12.1","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-07","3.13",," 1632","0.09",,"51","45",,"  130","  220","8.1","15.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-08","2.01",," 1335","0.00",,"51","42",,"  280","  250","10.1","21.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-09","1.57",," 1755","0.00",,"49","36",,"  320","  230","6.9","17.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-10","4.92",," 0926","0.08",,"45","33",,"  140","  180","12.1","16.1","    1","    1",,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-11","6.26",," 2258","0.23",,"56","44",,"  160","  170","21.0","25.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-12","9.62",," 1428","0.43",,"56","44",,"  180","  150","21.9","31.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-13","4.47",," 2033","0.24",,"53","44",,"  140","  140","14.1","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-14","5.14",," 1122","0.65",,"56","44",,"  200","  180","10.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-15","2.46",," 1310","0.04",,"54","38",,"  140","  270","8.9","17.0","    1","    1",,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-16","5.82",," 0847","0.19",,"56","42",,"  170","  170","15.0","23.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-17","4.47",," 1407","0.00",,"53","38",,"  330","  320","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-18","3.36",," 1255","0.00",,"61","40",,"  350","   20","12.1","18.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-19","3.36",," 1510","0.00",,"59","39",,"  320","  320","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-20","2.24",," 2114","0.00",,"56","33",,"  100","  100","14.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-21","2.01",," 1621","0.00",,"58","32",,"  300","  300","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-22","3.36",," 1742","0.00",,"56","31",,"  140","  160","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-23","2.46",," 1207","0.14",,"50","34",,"  170","  240","8.9","23.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-24","8.28",," 1136","0.11",,"54","43",,"  190","  190","16.1","23.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-25","4.70",," 0536","0.06",,"56","45",,"  160","  200","13.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-26","4.70",," 0508","0.49",,"53","47",,"  130","  150","15.0","21.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-27","5.59",," 1635","0.09",,"56","47",,"  190","  200","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-02-28","2.01",," 1353","0.00",,"58","43",,"  140","  240","8.9","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-01","2.01",," 1117","0.00",,"62","42",,"  150","  280","8.9","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-02","4.92",," 1421","0.06",,"58","47",,"  230","  240","16.1","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-03","1.34",," 1743","0.00",,"56","43",,"  270","  250","6.9","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-04","3.58",," 1751","0.00",,"54","41",,"  150","  200","10.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-05","3.80",," 1707","0.00",,"57","38",,"  310","  340","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-06","2.46",," 1521","0.00",,"59","39",,"  310","  320","8.1","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-07","6.49",," 1030","0.05",,"53","36",,"  170","   90","14.1","21.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-08","3.13",," 1054","0.04",,"45","32",,"  140","   10","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-09","6.04",," 1532","0.01",,"49","29",,"  160","  150","14.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-10","9.17",," 2356","0.02",,"57","39",,"  160","  200","21.0","29.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-11","9.62",," 0215","0.49",,"48","41",,"  170","  150","25.1","33.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-12","8.05",," 1017","0.57",,"52","40",,"  190","  180","21.0","32.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-13","8.95",," 1431","0.01",,"52","38",,"  220","  250","18.1","25.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-14","1.34",," 1725","0.00",,"57","33",,"  160","  240","10.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-15","2.46",," 1414","0.01",,"63","44",,"  310","  310","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-16","7.16",," 1247","0.07",,"59","46",,"  240","  230","25.9","33.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-17","4.92",," 0307","0.01",,"55","40",,"  180","  130","14.1","30.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-18","4.92",," 1136","0.00",,"53","34",,"  330","  330","15.0","25.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-19","4.03",," 1446","0.00",,"60","40",,"  320","  330","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-20","4.92",," 1816","0.00",,"68","37",,"  240","  250","17.0","25.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-21","9.17",," 1704","0.03",,"57","48",,"  190","  200","19.9","29.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-22","4.92",," 0050","0.00",,"57","46",,"  180","  170","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-23","4.25",," 1307","0.00",,"59","43",,"  310","  300","12.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-24","2.68",," 2009","0.00",,"70","44",,"  120","  120","10.1","12.1",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-25","9.62",," 2006","0.43",,"55","48",,"  170","  160","21.0","28.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-26","11.18",," 0113","0.00",,"57","45",,"  190","  180","21.9","33.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-27","3.58",," 2332","0.00",,"63","44",,"  140","  140","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-28","10.07",," 2334","0.70",,"56","48",,"  170","  150","21.0","25.9","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-29","13.20",," 0421","0.82",,"52","41",,"  160","  240","23.9","36.9","    1",,"    1",,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-30","9.62",," 1742","0.05",,"51","40",,"  220","  230","18.1","28.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-03-31","4.03",," 1633","0.01",,"54","39",,"  160","  250","13.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-01","9.17",," 1127","0.08",,"51","41",,"  240","  210","18.1","28.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-02","14.76",," 1859","0.77",,"53","41",,"  170","  170","32.0","44.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-03","10.96",," 0256","0.08",,"50","39",,"  170","  190","21.9","30.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-04","8.95",," 1433","0.08",,"55","37",,"  120","  120","25.1","38.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-05","6.04",," 1413","0.14",,"54","41",,"  180","  170","19.9","25.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-06","10.51",," 1506","0.00",,"55","43",,"  170","  190","18.1","28.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-07","9.62",," 1143","0.13",,"52","45",,"  160","  180","17.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-08","9.40",," 0133","0.07",,"53","40",,"  220","  190","19.9","28.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-09","4.92",," 0053","0.07",,"52","40",,"  170","  190","17.0","23.9","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-10","5.82",," 1553","0.00",,"58","37",,"  330","  350","16.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-11","4.25",," 1439","0.00",,"61","45",,"  320","  320","15.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-12","2.24",," 1040","0.00",,"59","50",,"  350","  310","10.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-13","5.37",," 1447","0.08",,"58","43",,"  200","  190","15.0","21.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-14","4.70",," 1217","0.00",,"60","39",,"  310","  240","13.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-15","3.58",," 1207","0.00",,"63","44",,"  190","  230","12.1","23.9",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-16","1.79",," 1011","0.01",,"67","48",,"  140","  210","8.1","15.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-17","3.80",," 1553","0.18",,"63","51",,"  220","  210","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-18","2.24",," 1521","0.01",,"71","46",,"  300","  330","8.1","10.1","    1","    1",,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-19","3.58",," 2254","0.00",,"72","52",,"  220","  210","13.0","21.0",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-20","5.14",," 1216","0.05",,"58","50",,"  330","  350","12.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-21","2.24",," 1444","0.85",,"52","44",,"   90","   90","8.9","13.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-22","1.57",," 0901","0.00",,"59","41",,"  290","  240","8.9","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-23","7.16",," 2226","0.11",,"60","45",,"  190","  200","16.1","25.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-24","10.74",," 1521","0.01",,"56","44",,"  190","  220","21.0","32.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-25","3.80",," 1402","0.00",,"61","42",,"  290","  290","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-26","3.80",," 1403","0.32",,"67","48",,"  140","  150","23.0","35.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-27","7.83",," 0205","0.26",,"57","46",,"  230","  210","17.0","25.9","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-28","6.49",," 1747","0.26",,"58","45",,"  180","   40","14.1","21.0",,,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-29","4.92",," 1351","0.00",,"61","45",,"  160","  260","12.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-04-30","7.61",," 1750","0.03",,"59","47",,"  190","  180","15.0","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-01","5.59",," 0117","0.00",,"57","46",,"  160","  160","14.1","18.1","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-02","10.29",," 1359","0.19",,"55","47",,"  170","  210","19.9","32.0","    1",,,,"    1",
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-03","12.30",," 0132","0.01",,"58","42",,"  170","  170","25.1","36.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-04","7.61",," 0729","0.59",,"54","41",,"  190","  210","15.0","25.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-05","3.36",," 1441","0.05",,"51","41",,"  140","  210","13.0","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-06","4.25",," 1642","0.00",,"61","42",,"  310","  250","8.9","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-07","4.47",," 1332","0.00",,"66","45",,"  300","  290","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-08","3.80",," 1846","0.00",,"66","41",,"  280","  270","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-09","2.91",," 2335","0.00",,"70","43",,"  300","  190","10.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-10","3.80",," 0010","0.16",,"56","48",,"  180","  190","12.1","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-11","5.37",," 1642","0.01",,"63","46",,"  150","  210","13.0","23.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-12","4.70",," 0334","0.00",,"64","49",,"  330","  220","8.9","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-13","3.80",," 1445","0.00",,"69","47",,"  300","  290","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-14","3.36",," 1820","0.00",,"74","51",,"  300","  300","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-15","2.46",," 1119","0.00",,"73","51",,"  300","  250","8.9","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-16","2.91",," 2036","0.00",,"72","53",,"  300","  290","12.1","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-17","2.91",," 2349","0.01",,"72","55",,"  170","  170","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-18","8.28",," 0033","0.18",,"65","51",,"  170","  180","15.0","25.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-19","8.28",," 2359","0.28",,"70","47",,"  170","  170","23.0","32.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-20","10.74",," 0204","0.13",,"56","46",,"  170","  170","23.0","35.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-21","4.92",," 1747","0.04",,"57","47",,"  150","  250","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-22","4.25",," 1559","0.19",,"61","47",,"  100","  230","13.0","19.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-23","7.83",," 1342","0.08",,"59","47",,"  140","  220","15.0","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-24","4.03",," 1415","0.00",,"64","43",,"  220","  160","13.0","18.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-25","2.91",," 0734","0.07",,"64","52",,"  240","  250","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-26","3.36",," 1746","0.28",,"60","48",,"  190","  140","14.1","21.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-27","4.25",," 1125","0.06",,"60","49",,"  300","  330","12.1","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-28","9.84",," 1406","0.28",,"56","52",,"  150","  200","15.0","21.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-29","6.71",," 1254","0.04",,"56","45",,"  170","  160","14.1","19.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-30","4.70",," 1444","0.17",,"60","41",,"  160","  240","10.1","14.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-05-31","7.83",," 1710","0.13",,"68","53",,"  220","  220","16.1","23.9","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-01","6.26",," 1746","0.10",,"64","52",,"  220","  210","12.1","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-02","9.62",," 1802","0.23",,"64","50",,"  190","  220","19.9","28.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-03","4.03",," 1743","0.02",,"64","47",,"  110","   70","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-04","4.03",," 1758","0.28",,"63","51",,"   50","   30","12.1","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-05","4.03",," 1339","0.04",,"70","51",,"  290","  340","13.0","18.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-06","3.36",," 1733","0.26",,"64","56",,"  150","  220","8.9","17.0","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-07","4.92",," 0320","0.06",,"67","55",,"  160","  170","13.0","16.1","    1",,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2010-06-08","3.80",," 2010","0.26",,"69","52",,"  120","  130","15.0","18.1","    1",,,,,
